epoch,iteration,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
91,80,0.081,0.797,0.771,0.126,0.209,0.423,0.481,0.282
91,180,0.245,0.245,0.326,0.135,0.135,0.277,0.483,0.091
91,280,0.105,0.405,0.258,0.135,0.093,0.368,0.452,0.063
91,380,0.033,0.478,0.386,0.15,0.235,0.291,0.503,0.121
91,480,0.069,0.54,0.585,0.128,0.098,0.517,0.463,0.188
91,580,0.302,0.893,0.319,0.157,0.242,0.462,0.478,0.079
91,680,0.122,0.417,0.374,0.187,0.172,0.329,0.564,0.101
91,780,0.159,0.795,0.225,0.123,0.219,0.415,0.487,0.067
91,880,0.238,0.678,0.419,0.132,0.157,0.38,0.474,0.141
91,980,0.063,0.537,0.315,0.141,0.145,0.292,0.492,0.075
91,1080,0.147,0.557,0.383,0.155,0.087,0.222,0.649,0.095
92,60,0.041,0.497,0.287,0.158,0.288,0.509,0.461,0.069
92,160,0.208,0.696,0.318,0.135,0.149,0.254,0.465,0.078
92,260,0.065,0.503,0.41,0.167,0.19,0.327,0.641,0.073
92,360,0.042,0.783,0.214,0.144,0.223,0.533,0.544,0.082
92,460,0.145,0.982,0.875,0.136,0.09,0.7,0.528,0.312
92,560,0.175,0.652,0.527,0.109,0.255,0.734,0.485,0.143
92,660,0.023,0.65,0.286,0.137,0.233,0.31,0.492,0.084
92,760,0.126,0.417,0.385,0.195,0.236,0.69,0.719,0.132
92,860,0.257,0.197,0.31,0.142,0.1,0.496,0.488,0.076
92,960,0.181,0.391,0.51,0.167,0.053,0.612,0.413,0.116
92,1060,0.058,0.852,0.315,0.112,0.088,0.575,0.4,0.08
93,40,0.191,0.926,0.393,0.14,0.043,0.374,0.47,0.161
93,140,0.145,0.589,0.324,0.131,0.21,0.403,0.51,0.066
93,240,0.304,0.992,0.24,0.169,0.144,0.278,0.574,0.063
93,340,0.145,0.314,0.345,0.255,0.267,0.617,0.831,0.081
93,440,0.101,0.305,0.343,0.117,0.345,0.754,0.454,0.088
93,540,0.149,0.456,0.339,0.132,0.29,0.141,0.461,0.082
93,640,0.096,0.343,0.333,0.122,0.124,0.417,0.451,0.079
93,740,0.148,0.312,0.37,0.137,0.149,0.513,0.51,0.08
93,840,0.032,0.782,0.356,0.131,0.362,0.865,0.512,0.085
93,940,0.264,0.527,0.398,0.127,0.195,0.4,0.546,0.105
93,1040,0.053,0.597,0.318,0.127,0.112,0.582,0.476,0.111
94,20,0.058,0.373,0.347,0.191,0.167,0.289,0.624,0.087
94,120,0.283,0.334,0.341,0.167,0.157,0.411,0.374,0.077
94,220,0.198,0.244,0.455,0.159,0.139,0.567,0.52,0.098
94,320,0.11,0.933,0.57,0.16,0.182,0.398,0.592,0.206
94,420,0.061,0.646,0.301,0.133,0.08,0.495,0.508,0.079
94,520,0.042,0.445,0.332,0.137,0.119,0.59,0.494,0.089
94,620,0.077,0.451,0.31,0.127,0.144,0.318,0.471,0.084
94,720,0.186,0.265,0.306,0.141,0.071,0.855,0.539,0.082
94,820,0.083,0.468,0.543,0.133,0.071,0.713,0.475,0.144
94,920,0.037,0.655,0.325,0.129,0.209,0.477,0.453,0.073
94,1020,0.191,0.294,0.451,0.123,0.108,0.665,0.414,0.156
94,1120,0.223,0.483,0.39,0.121,0.305,0.463,0.423,0.144
95,100,0.237,0.759,0.272,0.127,0.116,0.439,0.454,0.08
95,200,0.101,0.476,0.543,0.157,0.135,0.455,0.54,0.117
95,300,0.062,0.459,0.306,0.217,0.084,0.484,0.715,0.075
95,400,0.23,0.301,0.428,0.134,0.214,0.403,0.454,0.089
95,500,0.055,0.397,0.483,0.133,0.127,0.338,0.498,0.117
95,600,0.108,0.443,0.369,0.154,0.247,0.15,0.42,0.137
95,700,0.078,0.494,0.47,0.149,0.2,0.347,0.532,0.116
95,800,0.178,0.602,0.465,0.119,0.07,0.294,0.418,0.13
95,900,0.12,0.662,0.365,0.094,0.158,0.377,0.343,0.089
95,1000,0.126,0.676,0.344,0.125,0.039,0.465,0.588,0.089
95,1100,0.055,0.712,0.333,0.164,0.135,0.436,0.608,0.082
96,80,0.228,0.185,0.472,0.131,0.162,0.318,0.461,0.089
96,180,0.121,0.24,0.301,0.14,0.175,0.388,0.5,0.067
96,280,0.017,0.821,0.31,0.158,0.142,0.313,0.519,0.077
96,380,0.029,0.541,0.482,0.102,0.092,0.466,0.454,0.126
96,480,0.12,0.326,0.337,0.143,0.141,0.702,0.518,0.12
96,580,0.088,0.431,0.254,0.194,0.161,0.467,0.63,0.075
96,680,0.051,0.449,0.365,0.125,0.256,0.293,0.468,0.075
96,780,0.083,0.355,0.432,0.123,0.363,0.613,0.461,0.161
96,880,0.116,0.38,0.317,0.126,0.172,0.654,0.444,0.099
96,980,0.146,0.589,0.24,0.158,0.151,0.408,0.701,0.072
96,1080,0.061,0.805,0.482,0.195,0.203,0.608,0.522,0.107
97,60,0.145,0.705,0.19,0.133,0.152,0.336,0.496,0.089
97,160,0.04,0.823,0.463,0.122,0.165,0.746,0.479,0.103
97,260,0.281,0.916,0.531,0.121,0.146,0.527,0.48,0.161
97,360,0.194,0.635,0.307,0.167,0.138,0.465,0.492,0.086
97,460,0.304,0.227,0.222,0.218,0.192,0.287,0.578,0.05
97,560,0.061,0.834,0.296,0.121,0.158,0.435,0.46,0.097
97,660,0.071,0.69,0.326,0.148,0.231,0.545,0.516,0.056
97,760,0.042,0.592,0.328,0.252,0.079,0.615,0.71,0.081
97,860,0.097,0.367,0.52,0.128,0.073,0.377,0.464,0.14
97,960,0.056,0.846,0.309,0.111,0.25,0.555,0.497,0.055
97,1060,0.271,0.468,0.541,0.117,0.158,0.383,0.446,0.088
98,40,0.034,0.651,0.398,0.134,0.244,0.357,0.502,0.099
98,140,0.185,0.744,0.318,0.094,0.253,0.272,0.353,0.075
98,240,0.061,0.775,0.416,0.17,0.129,0.45,0.659,0.103
98,340,0.024,0.73,0.446,0.345,0.099,0.517,0.61,0.114
98,440,0.244,0.227,0.366,0.185,0.244,0.327,0.567,0.088
98,540,0.027,0.684,0.346,0.145,0.093,0.424,0.498,0.091
98,640,0.092,0.561,0.292,0.145,0.117,0.54,0.49,0.085
98,740,0.102,0.443,0.325,0.092,0.22,0.443,0.38,0.085
98,840,0.052,0.401,0.305,0.128,0.204,0.204,0.541,0.082
98,940,0.088,0.653,0.508,0.147,0.13,0.368,0.521,0.124
98,1040,0.03,0.622,0.411,0.129,0.089,0.547,0.596,0.115
99,20,0.047,0.584,0.289,0.124,0.13,0.348,0.435,0.099
99,120,0.161,0.256,0.472,0.176,0.171,0.596,0.642,0.085
99,220,0.199,0.545,0.49,0.121,0.228,0.734,0.433,0.097
99,320,0.04,0.772,0.364,0.159,0.123,0.501,0.511,0.109
99,420,0.173,0.47,0.252,0.169,0.194,0.664,0.601,0.054
99,520,0.243,0.517,0.384,0.088,0.148,0.533,0.304,0.133
99,620,0.195,0.499,0.314,0.088,0.171,0.338,0.54,0.086
99,720,0.158,0.655,0.297,0.117,0.066,0.355,0.387,0.079
99,820,0.027,0.875,0.221,0.14,0.138,0.37,0.5,0.073
99,920,0.126,0.314,0.347,0.141,0.248,0.58,0.485,0.112
99,1020,0.212,0.233,0.205,0.12,0.313,0.463,0.441,0.088
99,1120,0.228,0.791,0.301,0.14,0.257,0.395,0.552,0.08
100,100,0.193,0.365,0.34,0.104,0.203,0.588,0.422,0.11
100,200,0.107,0.429,0.347,0.139,0.047,0.639,0.465,0.085
100,300,0.102,0.554,0.369,0.164,0.235,0.548,0.51,0.103
100,400,0.3,0.348,0.583,0.183,0.135,0.358,0.594,0.085
100,500,0.143,0.149,0.284,0.123,0.277,0.213,0.366,0.078
100,600,0.04,0.763,0.391,0.148,0.172,0.372,0.548,0.097
100,700,0.056,0.558,0.324,0.138,0.058,0.424,0.495,0.098
100,800,0.021,0.243,0.433,0.123,0.171,0.398,0.454,0.086
100,900,0.087,0.466,0.312,0.19,0.114,0.437,0.443,0.089
100,1000,0.108,0.398,0.297,0.13,0.22,0.117,0.549,0.077
100,1100,0.043,0.749,0.309,0.13,0.09,0.763,0.454,0.08
101,80,0.182,0.514,0.346,0.117,0.274,0.297,0.406,0.077
101,180,0.237,0.495,0.315,0.096,0.091,0.406,0.351,0.108
101,280,0.08,0.5,0.402,0.199,0.054,0.587,0.612,0.106
101,380,0.298,0.8,0.367,0.119,0.1,0.302,0.424,0.103
101,480,0.038,0.876,0.312,0.134,0.116,0.362,0.489,0.076
101,580,0.046,0.718,0.597,0.252,0.186,0.584,0.632,0.081
101,680,0.047,0.832,0.516,0.204,0.103,0.497,0.537,0.074
101,780,0.07,0.553,0.411,0.185,0.197,0.235,0.578,0.077
101,880,0.084,0.555,0.383,0.181,0.243,0.266,0.591,0.118
101,980,0.11,0.691,0.48,0.132,0.039,0.754,0.465,0.119
101,1080,0.031,0.457,0.36,0.283,0.23,0.568,0.712,0.13
102,60,0.042,1.181,0.581,0.202,0.116,0.437,0.498,0.133
102,160,0.03,0.598,0.452,0.202,0.125,0.524,0.564,0.14
102,260,0.035,1.1,0.585,0.196,0.109,0.836,0.615,0.156
102,360,0.056,0.55,0.288,0.144,0.184,0.5,0.597,0.157
102,460,0.027,1.275,0.348,0.261,0.347,0.121,0.815,0.127
102,560,0.039,1.289,0.333,0.309,0.045,0.949,0.744,0.101
102,660,0.023,0.844,0.458,0.168,0.167,0.428,0.617,0.071
102,760,0.019,1.076,0.81,0.28,0.113,0.46,0.638,0.223
102,860,0.015,0.974,0.343,0.23,0.096,0.714,0.66,0.093
102,960,0.069,0.553,0.345,0.256,0.114,0.572,1.403,0.077
102,1060,0.059,1.399,0.517,0.179,0.076,0.585,0.513,0.158
103,40,0.068,0.772,0.367,0.252,0.046,0.653,0.774,0.084
103,140,0.075,1.062,0.328,0.159,0.21,0.725,0.515,0.071
103,240,0.018,0.847,0.367,0.171,0.192,0.255,0.488,0.08
103,340,0.015,0.681,0.427,0.198,0.118,0.637,0.57,0.112
103,440,0.037,1.055,0.38,0.251,0.096,0.551,0.635,0.097
103,540,0.019,0.764,0.267,0.131,0.329,0.571,0.461,0.073
103,640,0.043,1.365,0.685,0.175,0.274,0.533,0.523,0.149
103,740,0.085,0.571,0.287,0.171,0.142,0.684,0.572,0.062
103,840,0.097,0.467,0.374,0.153,0.099,0.51,0.455,0.134
103,940,0.028,0.522,0.329,0.12,0.128,0.362,0.51,0.084
103,1040,0.054,1.446,0.398,0.242,0.158,0.351,0.809,0.118
104,20,0.062,1.188,0.436,0.131,0.299,0.151,0.561,0.112
104,120,0.049,0.989,0.589,0.172,0.143,0.321,0.513,0.106
104,220,0.035,0.66,0.313,0.147,0.12,0.495,0.515,0.075
104,320,0.039,0.709,0.302,0.205,0.12,0.577,0.55,0.08
104,420,0.054,0.623,0.341,0.195,0.183,0.392,0.69,0.099
104,520,0.049,0.696,0.305,0.142,0.128,0.54,0.542,0.084
104,620,0.147,0.524,0.26,0.212,0.141,0.636,0.683,0.066
104,720,0.194,0.628,0.345,0.139,0.235,0.224,0.443,0.085
104,820,0.043,0.546,0.418,0.265,0.127,0.736,0.487,0.101
104,920,0.038,0.967,0.495,0.159,0.122,0.249,0.528,0.116
104,1020,0.129,0.401,0.522,0.151,0.212,0.408,0.545,0.127
104,1120,0.124,0.387,0.465,0.154,0.141,0.347,0.539,0.122
105,100,0.064,0.77,0.288,0.142,0.113,0.486,0.575,0.067
105,200,0.055,0.714,0.403,0.148,0.131,0.375,0.581,0.1
105,300,0.043,0.746,0.285,0.135,0.112,0.78,0.485,0.071
105,400,0.074,0.875,0.46,0.165,0.235,0.736,0.603,0.091
105,500,0.123,0.582,0.389,0.098,0.232,0.194,0.364,0.088
105,600,0.067,0.869,0.276,0.145,0.275,0.541,0.549,0.098
105,700,0.018,0.928,0.288,0.145,0.078,0.534,0.507,0.079
105,800,0.086,0.507,0.418,0.141,0.103,0.405,0.566,0.097
105,900,0.451,0.868,0.28,0.107,0.15,0.693,0.541,0.061
105,1000,0.049,0.639,0.314,0.141,0.071,0.591,0.528,0.105
105,1100,0.045,0.688,0.348,0.134,0.227,0.313,0.538,0.086
106,80,0.067,0.422,0.258,0.134,0.133,0.43,0.489,0.09
106,180,0.029,1.255,0.374,0.186,0.042,0.725,0.614,0.09
106,280,0.043,0.901,0.487,0.17,0.113,0.763,0.607,0.243
106,380,0.06,0.478,0.318,0.103,0.18,0.308,0.441,0.084
106,480,0.114,0.555,0.326,0.129,0.086,0.516,0.46,0.082
106,580,0.119,0.383,0.414,0.115,0.133,0.42,0.44,0.074
106,680,0.074,0.518,0.322,0.142,0.05,0.654,0.539,0.077
106,780,0.116,0.641,0.408,0.187,0.223,0.321,0.542,0.101
106,880,0.043,0.504,0.499,0.337,0.108,0.693,0.681,0.124
106,980,0.017,0.696,0.315,0.151,0.175,0.249,0.508,0.084
106,1080,0.134,0.618,0.271,0.122,0.179,0.507,0.365,0.077
107,60,0.12,0.551,0.316,0.149,0.089,0.447,0.495,0.084
107,160,0.047,0.445,0.421,0.168,0.231,0.523,0.611,0.097
107,260,0.184,1.055,0.319,0.152,0.157,0.634,0.581,0.083
107,360,0.063,0.601,0.314,0.099,0.041,0.651,0.386,0.079
107,460,0.172,0.527,0.367,0.112,0.159,0.344,0.417,0.084
107,560,0.136,0.691,0.528,0.108,0.113,0.407,0.411,0.204
107,660,0.061,0.275,0.476,0.125,0.149,0.573,0.477,0.125
107,760,0.191,1.07,0.306,0.228,0.191,0.26,0.528,0.078
107,860,0.068,0.447,0.338,0.123,0.355,0.842,0.484,0.061
107,960,0.061,0.335,0.481,0.108,0.107,0.361,0.434,0.118
107,1060,0.071,0.817,0.475,0.109,0.248,0.547,0.425,0.136
108,40,0.213,0.849,0.317,0.136,0.099,0.405,0.429,0.082
108,140,0.044,0.331,0.353,0.119,0.176,0.568,0.424,0.09
108,240,0.04,0.731,0.319,0.124,0.068,0.663,0.454,0.084
108,340,0.063,0.702,0.377,0.138,0.226,0.436,0.52,0.096
108,440,0.058,0.526,0.455,0.136,0.095,0.865,0.444,0.157
108,540,0.09,0.399,0.332,0.144,0.073,0.361,0.471,0.096
108,640,0.032,0.585,0.409,0.189,0.06,0.566,0.607,0.099
108,740,0.339,0.761,0.449,0.092,0.21,0.43,0.339,0.111
108,840,0.27,0.462,0.312,0.143,0.042,0.62,0.534,0.089
108,940,0.042,0.356,0.361,0.162,0.063,0.59,0.513,0.078
108,1040,0.137,0.647,0.826,0.188,0.282,0.267,0.652,0.188
109,20,0.084,0.836,0.224,0.104,0.165,0.386,0.382,0.056
109,120,0.032,0.488,0.287,0.134,0.201,0.379,0.494,0.076
109,220,0.025,0.875,0.211,0.127,0.24,0.664,0.484,0.095
109,320,0.102,0.498,0.252,0.13,0.246,0.418,0.499,0.059
109,420,0.038,0.801,0.329,0.095,0.041,0.687,0.389,0.076
109,520,0.226,0.803,0.499,0.143,0.155,0.383,0.498,0.126
109,620,0.058,0.599,0.234,0.129,0.155,0.624,0.482,0.06
109,720,0.201,0.402,0.457,0.133,0.189,0.254,0.51,0.1
109,820,0.16,0.559,0.301,0.145,0.06,0.636,0.506,0.08
109,920,0.29,0.968,0.403,0.133,0.183,0.4,0.523,0.099
109,1020,0.056,0.607,0.382,0.153,0.136,0.463,0.563,0.093
109,1120,0.236,0.175,0.497,0.128,0.177,0.297,0.509,0.131
110,100,0.076,0.608,0.204,0.124,0.234,0.444,0.465,0.064
110,200,0.204,0.328,0.59,0.164,0.071,0.526,0.673,0.109
110,300,0.055,0.563,0.285,0.129,0.123,0.527,0.449,0.06
110,400,0.06,0.612,0.546,0.138,0.144,0.407,0.49,0.145
110,500,0.24,0.734,0.32,0.145,0.169,0.281,0.402,0.077
110,600,0.044,0.437,0.448,0.116,0.114,0.675,0.444,0.128
110,700,0.035,0.481,0.226,0.118,0.158,0.467,0.447,0.062
110,800,0.153,0.493,0.289,0.113,0.268,0.718,0.455,0.069
110,900,0.191,0.6,0.428,0.125,0.3,0.167,0.485,0.077
110,1000,0.284,0.747,0.343,0.123,0.117,0.438,0.447,0.11
110,1100,0.209,0.56,0.432,0.131,0.104,0.578,0.551,0.121
111,80,0.103,0.919,0.338,0.088,0.497,0.124,0.363,0.094
111,180,0.225,0.527,0.332,0.146,0.124,0.4,0.432,0.079
111,280,0.102,0.507,0.376,0.159,0.095,0.627,0.55,0.071
111,380,0.085,0.435,0.306,0.127,0.107,0.652,0.46,0.087
111,480,0.067,0.779,0.213,0.154,0.275,0.307,0.541,0.054
111,580,0.152,0.421,0.299,0.165,0.044,0.382,0.62,0.073
111,680,0.124,0.315,0.309,0.128,0.133,0.424,0.465,0.077
111,780,0.067,0.991,0.535,0.124,0.289,0.188,0.443,0.146
111,880,0.043,0.433,0.317,0.103,0.271,0.397,0.41,0.088
111,980,0.062,0.566,0.474,0.131,0.186,0.424,0.466,0.109
111,1080,0.2,0.442,0.531,0.13,0.286,0.318,0.394,0.104
112,60,0.209,0.479,0.369,0.157,0.246,0.403,0.518,0.07
112,160,0.032,0.595,0.444,0.134,0.136,0.37,0.527,0.108
112,260,0.132,0.347,0.304,0.113,0.08,0.746,0.4,0.077
112,360,0.037,1.356,0.315,0.241,0.277,0.189,0.602,0.091
112,460,0.041,1.099,0.435,0.171,0.21,0.46,0.441,0.11
112,560,0.031,0.896,0.359,0.148,0.195,0.434,0.463,0.088
112,660,0.04,1.175,0.368,0.264,0.2,0.327,0.57,0.067
112,760,0.023,1.06,0.439,0.151,0.127,0.261,0.527,0.097
112,860,0.019,0.536,0.326,0.172,0.112,0.422,0.563,0.074
112,960,0.022,0.791,0.608,0.195,0.187,0.574,0.576,0.117
112,1060,0.033,0.946,0.312,0.159,0.176,0.263,0.529,0.081
113,40,0.021,1.06,0.246,0.181,0.125,0.734,0.557,0.069
113,140,0.042,0.599,0.458,0.211,0.073,0.822,0.61,0.105
113,240,0.041,0.673,0.495,0.142,0.185,0.254,0.478,0.121
113,340,0.025,0.859,0.322,0.195,0.152,0.542,1.423,0.081
113,440,0.023,0.728,0.445,0.164,0.13,0.358,0.501,0.111
113,540,0.032,0.759,0.286,0.174,0.156,0.451,0.604,0.072
113,640,0.037,1.19,0.597,0.185,0.176,0.405,0.601,0.2
113,740,0.014,0.919,0.397,0.179,0.211,0.365,0.554,0.092
113,840,0.021,1.257,0.336,0.187,0.059,0.635,0.615,0.081
113,940,0.037,0.616,0.297,0.132,0.119,0.277,0.44,0.063
113,1040,0.051,0.766,0.562,0.161,0.109,0.369,0.533,0.131
114,20,0.015,1.034,0.366,0.174,0.243,0.602,0.577,0.088
114,120,0.018,1.089,0.369,0.144,0.133,0.499,0.505,0.071
114,220,0.133,0.92,0.513,0.215,0.053,0.43,0.616,0.116
114,320,0.029,0.971,0.265,0.166,0.107,0.6,0.621,0.061
114,420,0.023,0.793,0.302,0.141,0.177,0.521,0.567,0.052
114,520,0.107,0.478,0.324,0.167,0.155,0.547,0.539,0.088
114,620,0.066,0.595,0.344,0.195,0.103,0.605,0.837,0.102
114,720,0.034,0.763,0.306,0.183,0.145,0.466,0.585,0.054
114,820,0.097,0.442,0.379,0.15,0.164,0.467,0.547,0.085
114,920,0.044,0.745,0.37,0.173,0.195,0.579,0.549,0.102
114,1020,0.132,0.954,0.294,0.24,0.057,0.45,0.722,0.084
114,1120,0.085,0.596,0.314,0.185,0.134,0.369,0.583,0.075
115,100,0.243,0.789,0.254,0.167,0.36,0.639,0.621,0.063
115,200,0.08,0.536,0.299,0.119,0.1,0.551,0.483,0.072
115,300,0.09,0.421,0.339,0.141,0.125,0.371,0.48,0.08
115,400,0.154,0.35,0.386,0.211,0.164,0.327,0.59,0.07
115,500,0.185,0.48,0.274,0.133,0.228,0.298,0.579,0.061
115,600,0.047,0.658,0.35,0.153,0.28,0.759,0.532,0.076
115,700,0.099,1.583,0.535,0.155,0.203,0.925,0.545,0.095
115,800,0.212,0.171,0.332,0.187,0.285,0.359,0.644,0.09
115,900,0.15,0.463,0.542,0.155,0.159,0.681,0.559,0.117
115,1000,0.068,0.579,0.318,0.119,0.061,0.49,0.427,0.077
115,1100,0.095,0.856,0.386,0.149,0.168,0.39,0.539,0.076
116,80,0.07,0.526,0.278,0.169,0.271,0.788,0.593,0.061
116,180,0.074,0.527,0.316,0.171,0.192,0.544,0.57,0.066
116,280,0.033,0.4,0.408,0.132,0.087,0.362,0.499,0.104
116,380,0.27,0.322,0.473,0.181,0.136,0.303,0.579,0.112
116,480,0.093,0.636,0.326,0.147,0.093,0.45,0.6,0.077
116,580,0.138,0.696,0.268,0.131,0.219,0.288,0.483,0.046
116,680,0.03,0.6,0.298,0.174,0.389,0.587,0.559,0.065
116,780,0.157,0.55,0.32,0.168,0.177,0.271,0.567,0.073
116,880,0.031,0.791,0.385,0.145,0.082,0.641,0.515,0.081
116,980,0.037,0.982,0.401,0.176,0.195,0.51,0.548,0.097
116,1080,0.181,0.497,0.258,0.114,0.209,0.605,0.413,0.055
117,60,0.162,0.542,0.316,0.165,0.234,0.619,0.622,0.073
117,160,0.052,0.575,0.358,0.14,0.1,0.619,0.518,0.067
117,260,0.054,0.994,0.421,0.15,0.159,0.4,0.552,0.098
117,360,0.095,0.526,0.453,0.134,0.287,0.222,0.471,0.122
117,460,0.035,0.749,0.392,0.13,0.04,0.651,0.562,0.101
117,560,0.066,0.517,0.39,0.152,0.31,0.645,0.542,0.089
117,660,0.142,0.653,0.41,0.166,0.22,0.378,0.633,0.083
117,760,0.113,0.422,0.277,0.174,0.321,1.251,0.696,0.112
117,860,0.045,0.898,0.463,0.168,0.056,0.473,0.553,0.14
117,960,0.111,0.448,0.266,0.135,0.249,0.319,0.558,0.093
117,1060,0.145,0.699,0.326,0.15,0.127,0.476,0.547,0.088
118,40,0.039,0.629,0.334,0.104,0.092,0.174,0.377,0.077
118,140,0.163,0.861,0.311,0.132,0.261,0.193,0.474,0.078
118,240,0.032,0.776,0.319,0.146,0.15,0.542,0.513,0.084
118,340,0.112,0.765,0.303,0.198,0.204,0.294,0.498,0.078
118,440,0.063,0.679,0.307,0.142,0.083,0.483,0.523,0.075
118,540,0.153,0.729,0.307,0.121,0.069,0.535,0.478,0.075
118,640,0.095,0.745,0.439,0.147,0.173,0.573,0.717,0.128
118,740,0.047,0.79,0.337,0.202,0.15,0.315,0.631,0.08
118,840,0.136,0.857,0.376,0.198,0.069,0.53,0.658,0.086
118,940,0.143,0.588,0.434,0.148,0.184,0.485,0.513,0.124
118,1040,0.102,0.431,0.427,0.192,0.193,0.85,0.658,0.078
119,20,0.166,0.738,0.333,0.188,0.047,0.865,0.649,0.088
119,120,0.063,0.631,0.399,0.163,0.098,0.246,0.517,0.094
119,220,0.185,0.348,0.301,0.145,0.134,0.367,0.468,0.077
119,320,0.053,0.632,0.288,0.13,0.222,0.313,0.456,0.071
119,420,0.108,0.466,0.309,0.136,0.113,0.441,0.609,0.076
119,520,0.074,0.602,0.304,0.149,0.089,0.44,0.564,0.073
119,620,0.133,0.759,0.459,0.129,0.043,0.738,0.37,0.102
119,720,0.092,0.452,0.225,0.123,0.223,0.236,0.431,0.057
119,820,0.178,0.608,0.432,0.131,0.212,0.306,0.492,0.087
119,920,0.113,0.371,0.383,0.08,0.169,0.317,0.34,0.129
119,1020,0.157,0.72,0.239,0.163,0.183,0.283,0.515,0.043
119,1120,0.111,0.323,0.454,0.14,0.133,0.378,0.509,0.118
120,100,0.063,0.596,0.26,0.178,0.113,0.343,0.653,0.061
120,200,0.169,0.61,0.43,0.14,0.14,0.236,0.524,0.121
120,300,0.144,0.78,0.252,0.135,0.243,0.24,0.406,0.059
120,400,0.039,0.591,0.485,0.141,0.318,0.429,0.503,0.102
120,500,0.046,0.754,0.342,0.088,0.092,0.585,0.358,0.081
120,600,0.099,0.623,0.317,0.131,0.09,0.244,0.483,0.086
120,700,0.06,0.625,0.353,0.134,0.159,0.633,0.516,0.092
120,800,0.197,0.334,0.596,0.133,0.101,0.422,0.48,0.125
120,900,0.053,0.787,0.401,0.16,0.104,0.396,0.525,0.103
120,1000,0.136,0.316,0.308,0.128,0.124,0.348,0.434,0.075
120,1100,0.105,0.32,0.423,0.165,0.128,0.613,0.509,0.094
121,80,0.214,0.483,0.281,0.099,0.12,0.516,0.4,0.076
121,180,0.083,0.449,0.368,0.106,0.106,0.259,0.38,0.099
121,280,0.143,0.591,0.421,0.113,0.098,0.487,0.439,0.097
121,380,0.025,0.777,0.529,0.129,0.15,0.408,0.484,0.166
121,480,0.09,0.937,0.272,0.127,0.063,0.626,0.462,0.067
121,580,0.033,0.579,0.421,0.1,0.119,0.396,0.441,0.099
121,680,0.078,0.921,0.515,0.186,0.125,0.62,0.698,0.138
121,780,0.055,0.63,0.284,0.208,0.117,0.406,0.636,0.053
121,880,0.021,1.207,0.377,0.194,0.167,0.411,0.62,0.086
121,980,0.079,0.486,0.316,0.201,0.095,0.479,0.636,0.079
121,1080,0.039,1.264,0.31,0.117,0.127,0.619,0.442,0.068
122,60,0.098,0.638,0.327,0.35,0.198,0.459,0.622,0.095
122,160,0.175,0.6,0.366,0.202,0.123,0.263,0.472,0.073
122,260,0.113,0.591,0.36,0.153,0.215,0.326,0.526,0.125
122,360,0.023,0.944,0.376,0.111,0.049,0.334,0.434,0.094
122,460,0.081,0.848,0.495,0.219,0.074,0.619,0.584,0.108
122,560,0.106,0.696,0.489,0.132,0.099,0.178,0.428,0.119
122,660,0.06,0.547,0.311,0.131,0.277,0.306,0.532,0.083
122,760,0.06,0.603,0.359,0.163,0.206,0.581,0.683,0.084
122,860,0.059,0.648,0.304,0.158,0.089,0.666,0.543,0.075
122,960,0.079,0.607,0.283,0.152,0.193,0.445,0.49,0.058
122,1060,0.058,0.717,0.327,0.184,0.06,0.28,0.637,0.08
123,40,0.107,0.416,0.253,0.143,0.154,0.436,0.494,0.063
123,140,0.098,0.461,0.368,0.135,0.189,0.529,0.518,0.076
123,240,0.132,1.187,0.361,0.137,0.148,0.341,0.427,0.075
123,340,0.155,0.495,0.49,0.128,0.119,0.375,0.503,0.141
123,440,0.169,0.466,0.467,0.104,0.102,0.408,0.369,0.105
123,540,0.085,0.737,0.436,0.14,0.098,0.38,0.509,0.114
123,640,0.099,0.566,0.198,0.11,0.259,0.543,0.37,0.048
123,740,0.05,0.721,0.324,0.183,0.146,0.51,0.672,0.06
123,840,0.068,0.655,0.309,0.124,0.072,0.484,0.49,0.074
123,940,0.13,0.915,0.323,0.124,0.049,0.447,0.447,0.074
123,1040,0.168,0.554,0.226,0.124,0.112,0.315,0.465,0.077
124,20,0.029,0.833,0.292,0.134,0.183,0.553,0.491,0.066
124,120,0.105,0.593,0.302,0.128,0.108,0.489,0.405,0.072
124,220,0.101,0.445,0.228,0.172,0.215,0.457,0.594,0.07
124,320,0.037,0.704,0.451,0.13,0.141,0.56,0.466,0.116
124,420,0.051,0.718,0.381,0.104,0.219,0.29,0.394,0.092
124,520,0.035,0.736,0.28,0.148,0.117,0.6,0.512,0.059
124,620,0.089,0.858,0.266,0.134,0.24,0.354,0.487,0.064
124,720,0.055,0.454,0.257,0.098,0.169,0.587,0.399,0.076
124,820,0.25,0.316,0.506,0.104,0.214,0.615,0.349,0.131
124,920,0.08,0.48,0.317,0.142,0.149,0.363,0.609,0.076
124,1020,0.073,0.443,0.355,0.106,0.324,0.541,0.403,0.07
124,1120,0.111,0.351,0.435,0.118,0.066,0.541,0.447,0.098
125,100,0.1,0.491,0.311,0.111,0.189,0.468,0.416,0.072
125,200,0.05,0.336,0.301,0.144,0.242,0.33,0.507,0.061
125,300,0.098,0.472,0.307,0.174,0.089,0.591,0.562,0.07
125,400,0.102,0.733,0.36,0.133,0.169,0.463,0.449,0.082
125,500,0.094,0.329,0.308,0.129,0.125,0.338,0.514,0.077
